GS	SIZE	SOURCE	ES	NES	NOM p-val	FDR q-val	FWER p-val	Tag %	Gene %	Signal	FDR (median)	glob.p.val
GSE17721_POLYIC_VS_CPG_6H_BMDM_DN	160	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_POLYIC_VS_CPG_6H_BMDM_DN	-0.20984	-0.93728	0.602	0.85011	1	0.281	0.239	0.217	0.83191	0.166
GSE9006_1MONTH_VS_4MONTH_POST_TYPE_1_DIABETES_DX_PBMC_UP	152	http://www.broadinstitute.org/gsea/msigdb/cards/GSE9006_1MONTH_VS_4MONTH_POST_TYPE_1_DIABETES_DX_PBMC_UP	-0.22218	-0.93641	0.5982	0.85138	1	0.191	0.146	0.165	0.834	0.168
GSE14000_4H_VS_16H_LPS_DC_DN	169	http://www.broadinstitute.org/gsea/msigdb/cards/GSE14000_4H_VS_16H_LPS_DC_DN	-0.1844	-0.93472	0.613	0.85527	1	0.331	0.292	0.238	0.83779	0.172
GSE14308_TH2_VS_NAIVE_CD4_TCELL_DN	164	http://www.broadinstitute.org/gsea/msigdb/cards/GSE14308_TH2_VS_NAIVE_CD4_TCELL_DN	-0.19148	-0.93454	0.6368	0.85442	1	0.262	0.235	0.203	0.83638	0.171
GSE7460_CTRL_VS_FOXP3_OVEREXPR_TCONV_DN	149	http://www.broadinstitute.org/gsea/msigdb/cards/GSE7460_CTRL_VS_FOXP3_OVEREXPR_TCONV_DN	-0.20262	-0.93433	0.6286	0.8537	1	0.188	0.163	0.159	0.8356	0.169
GSE13411_NAIVE_VS_MEMORY_BCELL_UP	112	http://www.broadinstitute.org/gsea/msigdb/cards/GSE13411_NAIVE_VS_MEMORY_BCELL_UP	-0.24066	-0.93423	0.5857	0.85259	1	0.232	0.149	0.199	0.83418	0.167
GSE360_CTRL_VS_B_MALAYI_HIGH_DOSE_MAC_DN	159	http://www.broadinstitute.org/gsea/msigdb/cards/GSE360_CTRL_VS_B_MALAYI_HIGH_DOSE_MAC_DN	-0.20854	-0.93404	0.5844	0.8518	1	0.245	0.199	0.199	0.83326	0.167
GSE17721_PAM3CSK4_VS_GADIQUIMOD_2H_BMDM_UP	135	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_PAM3CSK4_VS_GADIQUIMOD_2H_BMDM_UP	-0.21435	-0.93382	0.6086	0.85099	1	0.237	0.189	0.194	0.83217	0.165
GSE9988_LOW_LPS_VS_ANTI_TREM1_AND_LPS_MONOCYTE_UP	164	http://www.broadinstitute.org/gsea/msigdb/cards/GSE9988_LOW_LPS_VS_ANTI_TREM1_AND_LPS_MONOCYTE_UP	-0.20127	-0.93336	0.625	0.85109	1	0.201	0.161	0.171	0.83291	0.166
GSE17721_POLYIC_VS_GARDIQUIMOD_1H_BMDM_UP	164	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_POLYIC_VS_GARDIQUIMOD_1H_BMDM_UP	-0.19426	-0.93293	0.6393	0.85112	1	0.244	0.192	0.2	0.83438	0.164
GSE22886_IGA_VS_IGM_MEMORY_BCELL_DN	153	http://www.broadinstitute.org/gsea/msigdb/cards/GSE22886_IGA_VS_IGM_MEMORY_BCELL_DN	-0.20751	-0.9326	0.621	0.85075	1	0.19	0.137	0.166	0.83383	0.161
GSE7460_TCONV_VS_TREG_THYMUS_DN	164	http://www.broadinstitute.org/gsea/msigdb/cards/GSE7460_TCONV_VS_TREG_THYMUS_DN	-0.24047	-0.93236	0.5775	0.85011	1	0.226	0.136	0.197	0.83339	0.159
GSE27786_LSK_VS_ERYTHROBLAST_UP	177	http://www.broadinstitute.org/gsea/msigdb/cards/GSE27786_LSK_VS_ERYTHROBLAST_UP	-0.17001	-0.93222	0.7097	0.84918	1	0.136	0.124	0.12	0.83233	0.159
GSE7852_THYMUS_VS_FAT_TCONV_UP	177	http://www.broadinstitute.org/gsea/msigdb/cards/GSE7852_THYMUS_VS_FAT_TCONV_UP	-0.19465	-0.9318	0.619	0.84909	1	0.192	0.178	0.16	0.83235	0.159
GSE17721_CTRL_VS_CPG_4H_BMDM_UP	170	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_CTRL_VS_CPG_4H_BMDM_UP	-0.18182	-0.93124	0.6909	0.84948	1	0.165	0.155	0.141	0.8337	0.158
GSE15215_CD2_POS_VS_NEG_PDC_DN	181	http://www.broadinstitute.org/gsea/msigdb/cards/GSE15215_CD2_POS_VS_NEG_PDC_DN	-0.19006	-0.93116	0.6016	0.84828	1	0.193	0.185	0.16	0.83248	0.158
GSE13229_MATURE_VS_INTMATURE_NKCELL_DN	175	http://www.broadinstitute.org/gsea/msigdb/cards/GSE13229_MATURE_VS_INTMATURE_NKCELL_DN	-0.1871	-0.93108	0.6606	0.8471	1	0.229	0.207	0.184	0.83127	0.155
GSE7460_FOXP3_MUT_VS_WT_ACT_TCONV_DN	165	http://www.broadinstitute.org/gsea/msigdb/cards/GSE7460_FOXP3_MUT_VS_WT_ACT_TCONV_DN	-0.19597	-0.93051	0.6654	0.84757	1	0.176	0.152	0.151	0.83087	0.157
GSE12366_PLASMA_CELL_VS_MEMORY_BCELL_UP	147	http://www.broadinstitute.org/gsea/msigdb/cards/GSE12366_PLASMA_CELL_VS_MEMORY_BCELL_UP	-0.23299	-0.93	0.5223	0.84773	1	0.306	0.226	0.24	0.8315	0.156
GSE339_CD4POS_VS_CD4CD8DN_DC_UP	164	http://www.broadinstitute.org/gsea/msigdb/cards/GSE339_CD4POS_VS_CD4CD8DN_DC_UP	-0.19285	-0.92916	0.6243	0.84889	1	0.189	0.156	0.161	0.83215	0.158
GSE32423_CTRL_VS_IL7_MEMORY_CD8_TCELL_UP	117	http://www.broadinstitute.org/gsea/msigdb/cards/GSE32423_CTRL_VS_IL7_MEMORY_CD8_TCELL_UP	-0.21488	-0.92909	0.6195	0.84771	1	0.145	0.0967	0.132	0.83103	0.157
GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_72H_ACT_CD4_TCELL_DN	157	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_72H_ACT_CD4_TCELL_DN	-0.22857	-0.92831	0.5887	0.84889	1	0.236	0.17	0.198	0.83165	0.158
GSE29618_LAIV_VS_TIV_FLU_VACCINE_DAY7_BCELL_DN	173	http://www.broadinstitute.org/gsea/msigdb/cards/GSE29618_LAIV_VS_TIV_FLU_VACCINE_DAY7_BCELL_DN	-0.18084	-0.92809	0.6135	0.84826	1	0.191	0.183	0.158	0.83147	0.156
GSE11057_NAIVE_VS_MEMORY_CD4_TCELL_DN	174	http://www.broadinstitute.org/gsea/msigdb/cards/GSE11057_NAIVE_VS_MEMORY_CD4_TCELL_DN	-0.23104	-0.92794	0.5386	0.84735	1	0.247	0.171	0.208	0.83058	0.154
GSE17721_CTRL_VS_LPS_24H_BMDM_DN	175	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_CTRL_VS_LPS_24H_BMDM_DN	-0.18174	-0.92722	0.6697	0.84816	1	0.246	0.25	0.187	0.83136	0.153
GSE36392_TYPE_2_MYELOID_VS_EOSINOPHIL_IL25_TREATED_LUNG_DN	149	http://www.broadinstitute.org/gsea/msigdb/cards/GSE36392_TYPE_2_MYELOID_VS_EOSINOPHIL_IL25_TREATED_LUNG_DN	-0.23203	-0.92681	0.5784	0.8481	1	0.248	0.152	0.213	0.83147	0.15
GSE2706_UNSTIM_VS_2H_LPS_DC_DN	150	http://www.broadinstitute.org/gsea/msigdb/cards/GSE2706_UNSTIM_VS_2H_LPS_DC_DN	-0.26781	-0.92639	0.5493	0.84811	1	0.3	0.176	0.25	0.8319	0.153
GSE1460_DP_THYMOCYTE_VS_NAIVE_CD4_TCELL_CORD_BLOOD_DN	139	http://www.broadinstitute.org/gsea/msigdb/cards/GSE1460_DP_THYMOCYTE_VS_NAIVE_CD4_TCELL_CORD_BLOOD_DN	-0.21042	-0.92547	0.6087	0.84969	1	0.158	0.111	0.142	0.83396	0.155
GSE8515_CTRL_VS_IL1_4H_STIM_MAC_DN	158	http://www.broadinstitute.org/gsea/msigdb/cards/GSE8515_CTRL_VS_IL1_4H_STIM_MAC_DN	-0.2062	-0.92482	0.6148	0.85045	1	0.165	0.119	0.147	0.83438	0.155
GSE14308_TH1_VS_NAIVE_CD4_TCELL_UP	163	http://www.broadinstitute.org/gsea/msigdb/cards/GSE14308_TH1_VS_NAIVE_CD4_TCELL_UP	-0.19665	-0.92362	0.6098	0.85281	1	0.294	0.239	0.227	0.83726	0.156
GSE3982_BASOPHIL_VS_NKCELL_UP	154	http://www.broadinstitute.org/gsea/msigdb/cards/GSE3982_BASOPHIL_VS_NKCELL_UP	-0.21529	-0.92257	0.6141	0.85466	1	0.143	0.102	0.13	0.83868	0.159
GSE20715_0H_VS_48H_OZONE_TLR4_KO_LUNG_DN	183	http://www.broadinstitute.org/gsea/msigdb/cards/GSE20715_0H_VS_48H_OZONE_TLR4_KO_LUNG_DN	-0.2072	-0.92249	0.6034	0.85348	1	0.235	0.188	0.194	0.83809	0.159
GSE17721_0.5H_VS_12H_CPG_BMDM_UP	174	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_0.5H_VS_12H_CPG_BMDM_UP	-0.19923	-0.92197	0.6178	0.85367	1	0.149	0.149	0.129	0.83839	0.154
GSE7460_FOXP3_MUT_VS_WT_ACT_WITH_TGFB_TCONV_DN	175	http://www.broadinstitute.org/gsea/msigdb/cards/GSE7460_FOXP3_MUT_VS_WT_ACT_WITH_TGFB_TCONV_DN	-0.21382	-0.92118	0.6293	0.85467	1	0.263	0.199	0.214	0.83936	0.156
GSE22886_IGG_IGA_MEMORY_BCELL_VS_BLOOD_PLASMA_CELL_UP	159	http://www.broadinstitute.org/gsea/msigdb/cards/GSE22886_IGG_IGA_MEMORY_BCELL_VS_BLOOD_PLASMA_CELL_UP	-0.21699	-0.92087	0.6218	0.85429	1	0.22	0.18	0.183	0.83931	0.156
GSE14308_TH17_VS_NATURAL_TREG_UP	166	http://www.broadinstitute.org/gsea/msigdb/cards/GSE14308_TH17_VS_NATURAL_TREG_UP	-0.18938	-0.91998	0.6875	0.85579	1	0.229	0.203	0.185	0.84106	0.157
GSE17721_0.5H_VS_4H_PAM3CSK4_BMDM_DN	164	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_0.5H_VS_4H_PAM3CSK4_BMDM_DN	-0.18586	-0.91988	0.5863	0.85472	1	0.287	0.27	0.212	0.84048	0.155
GSE27786_LIN_NEG_VS_MONO_MAC_DN	153	http://www.broadinstitute.org/gsea/msigdb/cards/GSE27786_LIN_NEG_VS_MONO_MAC_DN	-0.19532	-0.91923	0.6636	0.85542	1	0.196	0.183	0.162	0.84178	0.153
GSE7852_TREG_VS_TCONV_UP	171	http://www.broadinstitute.org/gsea/msigdb/cards/GSE7852_TREG_VS_TCONV_UP	-0.20238	-0.91919	0.6407	0.85418	1	0.211	0.163	0.179	0.84042	0.15
GSE360_DC_VS_MAC_M_TUBERCULOSIS_UP	148	http://www.broadinstitute.org/gsea/msigdb/cards/GSE360_DC_VS_MAC_M_TUBERCULOSIS_UP	-0.24571	-0.91856	0.5543	0.85482	1	0.318	0.223	0.25	0.83942	0.15
GSE17721_LPS_VS_CPG_8H_BMDM_UP	164	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_LPS_VS_CPG_8H_BMDM_UP	-0.19527	-0.91782	0.6335	0.85575	1	0.256	0.212	0.204	0.84039	0.152
GSE10239_NAIVE_VS_KLRG1HIGH_EFF_CD8_TCELL_UP	175	http://www.broadinstitute.org/gsea/msigdb/cards/GSE10239_NAIVE_VS_KLRG1HIGH_EFF_CD8_TCELL_UP	-0.19985	-0.91726	0.6901	0.85611	1	0.2	0.177	0.167	0.84041	0.152
GSE17721_LPS_VS_GARDIQUIMOD_1H_BMDM_DN	172	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_LPS_VS_GARDIQUIMOD_1H_BMDM_DN	-0.18104	-0.9171	0.6559	0.85522	1	0.25	0.218	0.198	0.83906	0.152
GSE29618_PRE_VS_DAY7_POST_LAIV_FLU_VACCINE_BCELL_UP	169	http://www.broadinstitute.org/gsea/msigdb/cards/GSE29618_PRE_VS_DAY7_POST_LAIV_FLU_VACCINE_BCELL_UP	-0.18024	-0.91689	0.6648	0.85452	1	0.237	0.212	0.189	0.83802	0.152
GSE14308_INDUCED_VS_NATURAL_TREG_DN	175	http://www.broadinstitute.org/gsea/msigdb/cards/GSE14308_INDUCED_VS_NATURAL_TREG_DN	-0.19902	-0.91551	0.6088	0.85737	1	0.143	0.113	0.128	0.84231	0.154
GSE1460_INTRATHYMIC_T_PROGENITOR_VS_CD4_THYMOCYTE_DN	170	http://www.broadinstitute.org/gsea/msigdb/cards/GSE1460_INTRATHYMIC_T_PROGENITOR_VS_CD4_THYMOCYTE_DN	-0.23875	-0.91519	0.5806	0.85695	1	0.212	0.138	0.185	0.84221	0.155
GSE13306_TREG_RA_VS_TCONV_RA_UP	144	http://www.broadinstitute.org/gsea/msigdb/cards/GSE13306_TREG_RA_VS_TCONV_RA_UP	-0.18977	-0.91367	0.668	0.86024	1	0.167	0.146	0.144	0.84775	0.157
GSE39820_CTRL_VS_IL1B_IL6_CD4_TCELL_DN	165	http://www.broadinstitute.org/gsea/msigdb/cards/GSE39820_CTRL_VS_IL1B_IL6_CD4_TCELL_DN	-0.22587	-0.9131	0.6166	0.8607	1	0.17	0.106	0.154	0.84711	0.159
GSE29618_PRE_VS_DAY7_FLU_VACCINE_MONOCYTE_UP	125	http://www.broadinstitute.org/gsea/msigdb/cards/GSE29618_PRE_VS_DAY7_FLU_VACCINE_MONOCYTE_UP	-0.2184	-0.91243	0.6376	0.8614	1	0.296	0.217	0.234	0.84728	0.16
GSE34205_RSV_VS_FLU_INF_INFANT_PBMC_UP	117	http://www.broadinstitute.org/gsea/msigdb/cards/GSE34205_RSV_VS_FLU_INF_INFANT_PBMC_UP	-0.26528	-0.91191	0.5553	0.86158	1	0.291	0.162	0.246	0.84769	0.157
GSE17721_CTRL_VS_CPG_12H_BMDM_DN	159	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_CTRL_VS_CPG_12H_BMDM_DN	-0.1954	-0.91184	0.6045	0.86046	1	0.252	0.202	0.203	0.84637	0.155
GSE17721_CPG_VS_GARDIQUIMOD_4H_BMDM_UP	153	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_CPG_VS_GARDIQUIMOD_4H_BMDM_UP	-0.20013	-0.91137	0.6027	0.86059	1	0.288	0.227	0.225	0.84791	0.155
GSE360_HIGH_DOSE_B_MALAYI_VS_M_TUBERCULOSIS_DC_UP	182	http://www.broadinstitute.org/gsea/msigdb/cards/GSE360_HIGH_DOSE_B_MALAYI_VS_M_TUBERCULOSIS_DC_UP	-0.17638	-0.91137	0.6876	0.85924	1	0.346	0.306	0.244	0.84657	0.154
GSE2706_LPS_VS_R848_AND_LPS_8H_STIM_DC_UP	161	http://www.broadinstitute.org/gsea/msigdb/cards/GSE2706_LPS_VS_R848_AND_LPS_8H_STIM_DC_UP	-0.20635	-0.91105	0.5887	0.85887	1	0.267	0.25	0.203	0.84601	0.154
GSE29615_CTRL_VS_DAY7_LAIV_FLU_VACCINE_PBMC_UP	90	http://www.broadinstitute.org/gsea/msigdb/cards/GSE29615_CTRL_VS_DAY7_LAIV_FLU_VACCINE_PBMC_UP	-0.235	-0.91027	0.6317	0.85984	1	0.222	0.145	0.191	0.84827	0.154
GSE12366_GC_BCELL_VS_PLASMA_CELL_DN	142	http://www.broadinstitute.org/gsea/msigdb/cards/GSE12366_GC_BCELL_VS_PLASMA_CELL_DN	-0.21492	-0.90971	0.603	0.86025	1	0.19	0.148	0.164	0.84814	0.153
GSE29618_PRE_VS_DAY7_POST_TIV_FLU_VACCINE_BCELL_DN	168	http://www.broadinstitute.org/gsea/msigdb/cards/GSE29618_PRE_VS_DAY7_POST_TIV_FLU_VACCINE_BCELL_DN	-0.18111	-0.90784	0.6518	0.86469	1	0.232	0.215	0.185	0.85143	0.158
GSE26928_EFF_MEMORY_VS_CXCR5_POS_CD4_TCELL_UP	114	http://www.broadinstitute.org/gsea/msigdb/cards/GSE26928_EFF_MEMORY_VS_CXCR5_POS_CD4_TCELL_UP	-0.21886	-0.90732	0.666	0.86484	1	0.193	0.128	0.17	0.85162	0.159
GSE32423_CTRL_VS_IL4_MEMORY_CD8_TCELL_UP	151	http://www.broadinstitute.org/gsea/msigdb/cards/GSE32423_CTRL_VS_IL4_MEMORY_CD8_TCELL_UP	-0.20201	-0.90694	0.6841	0.86461	1	0.212	0.17	0.178	0.8523	0.155
GSE15930_STIM_VS_STIM_AND_IL-12_72H_CD8_T_CELL_DN	141	http://www.broadinstitute.org/gsea/msigdb/cards/GSE15930_STIM_VS_STIM_AND_IL-12_72H_CD8_T_CELL_DN	-0.20577	-0.90594	0.6703	0.86623	1	0.298	0.202	0.24	0.85252	0.155
GSE17721_LPS_VS_POLYIC_6H_BMDM_UP	173	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_LPS_VS_POLYIC_6H_BMDM_UP	-0.18223	-0.90522	0.7009	0.8672	1	0.266	0.237	0.205	0.85501	0.155
GSE22886_NAIVE_BCELL_VS_MONOCYTE_DN	189	http://www.broadinstitute.org/gsea/msigdb/cards/GSE22886_NAIVE_BCELL_VS_MONOCYTE_DN	-0.22979	-0.90505	0.5848	0.86643	1	0.153	0.098	0.14	0.8538	0.153
GSE2706_UNSTIM_VS_2H_R848_DC_DN	157	http://www.broadinstitute.org/gsea/msigdb/cards/GSE2706_UNSTIM_VS_2H_R848_DC_DN	-0.25851	-0.90481	0.5888	0.86582	1	0.261	0.161	0.222	0.85304	0.153
GSE22886_NAIVE_CD8_TCELL_VS_NKCELL_DN	172	http://www.broadinstitute.org/gsea/msigdb/cards/GSE22886_NAIVE_CD8_TCELL_VS_NKCELL_DN	-0.19037	-0.90429	0.6475	0.86605	1	0.209	0.179	0.174	0.85306	0.153
GSE22886_NAIVE_CD8_TCELL_VS_DC_DN	189	http://www.broadinstitute.org/gsea/msigdb/cards/GSE22886_NAIVE_CD8_TCELL_VS_DC_DN	-0.20213	-0.90385	0.5778	0.86606	1	0.249	0.201	0.202	0.85388	0.152
GSE6269_FLU_VS_STREP_PNEUMO_INF_PBMC_UP	154	http://www.broadinstitute.org/gsea/msigdb/cards/GSE6269_FLU_VS_STREP_PNEUMO_INF_PBMC_UP	-0.24788	-0.90365	0.5841	0.86531	1	0.364	0.272	0.268	0.85306	0.15
GSE13485_DAY1_VS_DAY21_YF17D_VACCINE_PBMC_UP	154	http://www.broadinstitute.org/gsea/msigdb/cards/GSE13485_DAY1_VS_DAY21_YF17D_VACCINE_PBMC_UP	-0.20531	-0.90346	0.6033	0.86454	1	0.214	0.193	0.175	0.85181	0.148
GSE1460_CORD_VS_ADULT_BLOOD_NAIVE_CD4_TCELL_DN	183	http://www.broadinstitute.org/gsea/msigdb/cards/GSE1460_CORD_VS_ADULT_BLOOD_NAIVE_CD4_TCELL_DN	-0.18806	-0.90244	0.6648	0.8663	1	0.251	0.208	0.202	0.85359	0.15
GSE9037_CTRL_VS_LPS_1H_STIM_BMDM_UP	168	http://www.broadinstitute.org/gsea/msigdb/cards/GSE9037_CTRL_VS_LPS_1H_STIM_BMDM_UP	-0.19717	-0.90168	0.6978	0.86736	1	0.333	0.262	0.249	0.8531	0.152
GSE13411_IGM_VS_SWITCHED_MEMORY_BCELL_DN	181	http://www.broadinstitute.org/gsea/msigdb/cards/GSE13411_IGM_VS_SWITCHED_MEMORY_BCELL_DN	-0.19513	-0.90125	0.6265	0.8674	1	0.193	0.16	0.165	0.85372	0.152
GSE29618_BCELL_VS_MONOCYTE_DAY7_FLU_VACCINE_DN	180	http://www.broadinstitute.org/gsea/msigdb/cards/GSE29618_BCELL_VS_MONOCYTE_DAY7_FLU_VACCINE_DN	-0.22043	-0.9011	0.6284	0.86653	1	0.161	0.0905	0.149	0.85328	0.15
GSE17721_LPS_VS_GARDIQUIMOD_12H_BMDM_DN	172	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_LPS_VS_GARDIQUIMOD_12H_BMDM_DN	-0.19595	-0.8999	0.6808	0.86892	1	0.174	0.139	0.152	0.85512	0.15
GSE3982_BASOPHIL_VS_EFF_MEMORY_CD4_TCELL_UP	178	http://www.broadinstitute.org/gsea/msigdb/cards/GSE3982_BASOPHIL_VS_EFF_MEMORY_CD4_TCELL_UP	-0.20147	-0.89942	0.6252	0.8691	1	0.169	0.132	0.148	0.85545	0.15
GSE3982_CTRL_VS_IGE_STIM_MAST_CELL_UP	160	http://www.broadinstitute.org/gsea/msigdb/cards/GSE3982_CTRL_VS_IGE_STIM_MAST_CELL_UP	-0.17455	-0.89802	0.7481	0.87183	1	0.206	0.185	0.17	0.85888	0.154
GSE39820_CTRL_VS_TGFBETA3_IL6_CD4_TCELL_UP	173	http://www.broadinstitute.org/gsea/msigdb/cards/GSE39820_CTRL_VS_TGFBETA3_IL6_CD4_TCELL_UP	-0.1817	-0.89792	0.7357	0.87081	1	0.15	0.129	0.133	0.85757	0.154
GSE17721_POLYIC_VS_CPG_16H_BMDM_UP	171	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_POLYIC_VS_CPG_16H_BMDM_UP	-0.18529	-0.89722	0.7222	0.87145	1	0.292	0.25	0.222	0.85863	0.151
GSE39820_CTRL_VS_TGFBETA3_IL6_IL23A_CD4_TCELL_DN	164	http://www.broadinstitute.org/gsea/msigdb/cards/GSE39820_CTRL_VS_TGFBETA3_IL6_IL23A_CD4_TCELL_DN	-0.20408	-0.89717	0.656	0.8703	1	0.152	0.108	0.138	0.85733	0.147
GSE11057_NAIVE_CD4_VS_PBMC_CD4_TCELL_DN	177	http://www.broadinstitute.org/gsea/msigdb/cards/GSE11057_NAIVE_CD4_VS_PBMC_CD4_TCELL_DN	-0.21579	-0.89614	0.6464	0.87188	1	0.136	0.0754	0.127	0.85852	0.148
GSE15750_DAY6_VS_DAY10_EFF_CD8_TCELL_DN	157	http://www.broadinstitute.org/gsea/msigdb/cards/GSE15750_DAY6_VS_DAY10_EFF_CD8_TCELL_DN	-0.18221	-0.89594	0.772	0.87113	1	0.331	0.266	0.246	0.85846	0.146
GSE19825_NAIVE_VS_DAY3_EFF_CD8_TCELL_DN	174	http://www.broadinstitute.org/gsea/msigdb/cards/GSE19825_NAIVE_VS_DAY3_EFF_CD8_TCELL_DN	-0.1764	-0.89562	0.7173	0.87074	1	0.132	0.122	0.118	0.85773	0.145
GSE3982_EOSINOPHIL_VS_TH2_DN	177	http://www.broadinstitute.org/gsea/msigdb/cards/GSE3982_EOSINOPHIL_VS_TH2_DN	-0.18597	-0.89538	0.6367	0.87017	1	0.26	0.235	0.202	0.85756	0.144
GSE15930_STIM_VS_STIM_AND_TRICHOSTATINA_48H_CD8_T_CELL_DN	162	http://www.broadinstitute.org/gsea/msigdb/cards/GSE15930_STIM_VS_STIM_AND_TRICHOSTATINA_48H_CD8_T_CELL_DN	-0.20893	-0.89525	0.6215	0.86925	1	0.241	0.201	0.195	0.85645	0.141
GSE17721_LPS_VS_POLYIC_1H_BMDM_UP	152	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_LPS_VS_POLYIC_1H_BMDM_UP	-0.21535	-0.8947	0.6191	0.86953	1	0.184	0.133	0.162	0.8572	0.139
GSE17721_PAM3CSK4_VS_CPG_6H_BMDM_UP	178	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_PAM3CSK4_VS_CPG_6H_BMDM_UP	-0.18634	-0.89402	0.6979	0.87029	1	0.32	0.259	0.241	0.85699	0.141
GSE17721_PAM3CSK4_VS_GADIQUIMOD_24H_BMDM_DN	169	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_PAM3CSK4_VS_GADIQUIMOD_24H_BMDM_DN	-0.17871	-0.89222	0.73	0.87428	1	0.136	0.13	0.12	0.86165	0.149
GSE15659_NAIVE_CD4_TCELL_VS_RESTING_TREG_DN	130	http://www.broadinstitute.org/gsea/msigdb/cards/GSE15659_NAIVE_CD4_TCELL_VS_RESTING_TREG_DN	-0.20213	-0.89185	0.7124	0.87406	1	0.262	0.201	0.211	0.86262	0.144
GSE13411_NAIVE_VS_IGM_MEMORY_BCELL_UP	139	http://www.broadinstitute.org/gsea/msigdb/cards/GSE13411_NAIVE_VS_IGM_MEMORY_BCELL_UP	-0.20904	-0.89178	0.7111	0.87294	1	0.144	0.0956	0.132	0.86133	0.14
GSE2706_LPS_VS_R848_AND_LPS_8H_STIM_DC_DN	117	http://www.broadinstitute.org/gsea/msigdb/cards/GSE2706_LPS_VS_R848_AND_LPS_8H_STIM_DC_DN	-0.23416	-0.8902	0.6971	0.87625	1	0.256	0.171	0.214	0.86467	0.155
GSE17721_0.5H_VS_4H_POLYIC_BMDM_UP	162	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_0.5H_VS_4H_POLYIC_BMDM_UP	-0.19142	-0.89001	0.7119	0.87555	1	0.302	0.244	0.231	0.86338	0.148
GSE22886_NAIVE_TCELL_VS_NKCELL_DN	175	http://www.broadinstitute.org/gsea/msigdb/cards/GSE22886_NAIVE_TCELL_VS_NKCELL_DN	-0.19034	-0.88892	0.6706	0.87737	1	0.217	0.179	0.181	0.86546	0.15
GSE29615_DAY3_VS_DAY7_LAIV_FLU_VACCINE_PBMC_UP	101	http://www.broadinstitute.org/gsea/msigdb/cards/GSE29615_DAY3_VS_DAY7_LAIV_FLU_VACCINE_PBMC_UP	-0.22035	-0.88832	0.6654	0.87783	1	0.188	0.109	0.169	0.86616	0.148
GSE17721_CTRL_VS_POLYIC_8H_BMDM_UP	175	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_CTRL_VS_POLYIC_8H_BMDM_UP	-0.17979	-0.88817	0.7079	0.87697	1	0.149	0.139	0.13	0.86549	0.144
GSE11864_UNTREATED_VS_CSF1_IN_MAC_DN	163	http://www.broadinstitute.org/gsea/msigdb/cards/GSE11864_UNTREATED_VS_CSF1_IN_MAC_DN	-0.18135	-0.88797	0.725	0.87628	1	0.233	0.208	0.187	0.86523	0.142
GSE15659_NONSUPPRESSIVE_TCELL_VS_ACTIVATED_TREG_DN	143	http://www.broadinstitute.org/gsea/msigdb/cards/GSE15659_NONSUPPRESSIVE_TCELL_VS_ACTIVATED_TREG_DN	-0.18944	-0.88778	0.7042	0.87551	1	0.252	0.204	0.203	0.86422	0.138
GSE17721_CTRL_VS_GARDIQUIMOD_2H_BMDM_UP	159	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_CTRL_VS_GARDIQUIMOD_2H_BMDM_UP	-0.17075	-0.88741	0.803	0.87527	1	0.245	0.223	0.193	0.86324	0.137
GSE17721_LPS_VS_POLYIC_24H_BMDM_DN	168	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_LPS_VS_POLYIC_24H_BMDM_DN	-0.19693	-0.88671	0.7019	0.87598	1	0.149	0.112	0.134	0.86464	0.138
GSE10239_NAIVE_VS_MEMORY_CD8_TCELL_DN	137	http://www.broadinstitute.org/gsea/msigdb/cards/GSE10239_NAIVE_VS_MEMORY_CD8_TCELL_DN	-0.20261	-0.8865	0.703	0.87533	1	0.117	0.0819	0.108	0.86386	0.136
GSE17721_4_VS_24H_GARDIQUIMOD_BMDM_UP	159	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_4_VS_24H_GARDIQUIMOD_BMDM_UP	-0.19257	-0.88629	0.7326	0.87462	1	0.17	0.135	0.149	0.86345	0.134
