GS	SIZE	SOURCE	ES	NES	NOM p-val	FDR q-val	FWER p-val	Tag %	Gene %	Signal	FDR (median)	glob.p.val
GSE17721_LPS_VS_GARDIQUIMOD_0.5H_BMDM_UP	154	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_LPS_VS_GARDIQUIMOD_0.5H_BMDM_UP	0.20756	0.96786	0.5314	0.80985	1	0.195	0.196	0.159	0.78816	0.127
GSE14026_TH1_VS_TH17_DN	145	http://www.broadinstitute.org/gsea/msigdb/cards/GSE14026_TH1_VS_TH17_DN	0.20699	0.9674	0.5199	0.8101	1	0.241	0.239	0.186	0.78897	0.127
GSE17721_POLYIC_VS_CPG_0.5H_BMDM_UP	136	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_POLYIC_VS_CPG_0.5H_BMDM_UP	0.21982	0.96505	0.5424	0.81693	1	0.257	0.217	0.204	0.79346	0.133
GSE17721_12H_VS_24H_GARDIQUIMOD_BMDM_UP	167	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_12H_VS_24H_GARDIQUIMOD_BMDM_UP	0.21627	0.96482	0.5319	0.81646	1	0.24	0.214	0.191	0.79276	0.131
GSE3982_EOSINOPHIL_VS_CENT_MEMORY_CD4_TCELL_DN	164	http://www.broadinstitute.org/gsea/msigdb/cards/GSE3982_EOSINOPHIL_VS_CENT_MEMORY_CD4_TCELL_DN	0.19359	0.96363	0.5675	0.81949	1	0.195	0.2	0.158	0.79679	0.137
GSE17721_CPG_VS_GARDIQUIMOD_0.5H_BMDM_UP	152	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_CPG_VS_GARDIQUIMOD_0.5H_BMDM_UP	0.20057	0.96334	0.552	0.81919	1	0.197	0.208	0.158	0.79663	0.136
GSE15750_WT_VS_TRAF6KO_DAY10_EFF_CD8_TCELL_DN	107	http://www.broadinstitute.org/gsea/msigdb/cards/GSE15750_WT_VS_TRAF6KO_DAY10_EFF_CD8_TCELL_DN	0.24567	0.9628	0.5485	0.81958	1	0.215	0.17	0.18	0.79711	0.137
GSE9988_ANTI_TREM1_VS_VEHICLE_TREATED_MONOCYTES_DN	179	http://www.broadinstitute.org/gsea/msigdb/cards/GSE9988_ANTI_TREM1_VS_VEHICLE_TREATED_MONOCYTES_DN	0.24736	0.96273	0.4796	0.81851	1	0.268	0.226	0.21	0.79594	0.134
GSE2706_UNSTIM_VS_8H_LPS_AND_R848_DC_UP	175	http://www.broadinstitute.org/gsea/msigdb/cards/GSE2706_UNSTIM_VS_8H_LPS_AND_R848_DC_UP	0.21411	0.96261	0.536	0.81762	1	0.263	0.237	0.203	0.7951	0.131
GSE15659_NAIVE_VS_PTPRC_NEG_CD4_TCELL_DN	141	http://www.broadinstitute.org/gsea/msigdb/cards/GSE15659_NAIVE_VS_PTPRC_NEG_CD4_TCELL_DN	0.20967	0.96242	0.5383	0.81695	1	0.213	0.196	0.173	0.7951	0.129
GSE29618_PDC_VS_MDC_UP	160	http://www.broadinstitute.org/gsea/msigdb/cards/GSE29618_PDC_VS_MDC_UP	0.21817	0.96225	0.5598	0.81626	1	0.175	0.156	0.15	0.79418	0.128
GSE7764_IL15_TREATED_VS_CTRL_NK_CELL_24H_DN	143	http://www.broadinstitute.org/gsea/msigdb/cards/GSE7764_IL15_TREATED_VS_CTRL_NK_CELL_24H_DN	0.23039	0.96211	0.4797	0.81549	1	0.161	0.109	0.145	0.79292	0.128
GSE7460_CTRL_VS_TGFB_TREATED_ACT_TREG_UP	166	http://www.broadinstitute.org/gsea/msigdb/cards/GSE7460_CTRL_VS_TGFB_TREATED_ACT_TREG_UP	0.20997	0.96209	0.5143	0.81425	1	0.307	0.275	0.226	0.79167	0.127
GSE13493_DP_VS_CD8POS_THYMOCYTE_UP	164	http://www.broadinstitute.org/gsea/msigdb/cards/GSE13493_DP_VS_CD8POS_THYMOCYTE_UP	0.19428	0.96125	0.5081	0.81585	1	0.293	0.269	0.217	0.79164	0.127
GSE17721_0.5H_VS_24H_PAM3CSK4_BMDM_DN	180	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_0.5H_VS_24H_PAM3CSK4_BMDM_DN	0.19972	0.96104	0.5304	0.81527	1	0.194	0.206	0.157	0.79304	0.127
GSE17721_PAM3CSK4_VS_CPG_12H_BMDM_UP	176	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_PAM3CSK4_VS_CPG_12H_BMDM_UP	0.19522	0.96093	0.5895	0.8144	1	0.176	0.181	0.146	0.79179	0.127
GSE30962_ACUTE_VS_CHRONIC_LCMV_PRIMARY_INF_CD8_TCELL_UP	164	http://www.broadinstitute.org/gsea/msigdb/cards/GSE30962_ACUTE_VS_CHRONIC_LCMV_PRIMARY_INF_CD8_TCELL_UP	0.23372	0.96089	0.5011	0.81328	1	0.183	0.145	0.158	0.79055	0.126
GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_72H_ACT_CD4_TCELL_UP	124	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_72H_ACT_CD4_TCELL_UP	0.22763	0.96069	0.5076	0.81267	1	0.226	0.19	0.185	0.7893	0.126
GSE15930_NAIVE_VS_48H_IN_VITRO_STIM_CD8_TCELL_UP	149	http://www.broadinstitute.org/gsea/msigdb/cards/GSE15930_NAIVE_VS_48H_IN_VITRO_STIM_CD8_TCELL_UP	0.2158	0.96029	0.5338	0.81272	1	0.195	0.163	0.165	0.7897	0.126
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_18H_UP	176	http://www.broadinstitute.org/gsea/msigdb/cards/GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_18H_UP	0.20031	0.95986	0.5827	0.81312	1	0.193	0.198	0.157	0.79078	0.126
GSE17721_POLYIC_VS_CPG_24H_BMDM_DN	174	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_POLYIC_VS_CPG_24H_BMDM_DN	0.19413	0.95966	0.5901	0.81255	1	0.27	0.258	0.203	0.78966	0.126
GSE7764_NKCELL_VS_SPLENOCYTE_UP	161	http://www.broadinstitute.org/gsea/msigdb/cards/GSE7764_NKCELL_VS_SPLENOCYTE_UP	0.23175	0.95963	0.499	0.8114	1	0.311	0.235	0.241	0.78842	0.124
GSE10239_NAIVE_VS_DAY4.5_EFF_CD8_TCELL_DN	173	http://www.broadinstitute.org/gsea/msigdb/cards/GSE10239_NAIVE_VS_DAY4.5_EFF_CD8_TCELL_DN	0.25066	0.95952	0.4943	0.81051	1	0.376	0.313	0.261	0.78772	0.124
GSE27786_NKCELL_VS_NKTCELL_UP	176	http://www.broadinstitute.org/gsea/msigdb/cards/GSE27786_NKCELL_VS_NKTCELL_UP	0.19853	0.95791	0.5579	0.81484	1	0.142	0.142	0.124	0.79354	0.128
GSE3982_EOSINOPHIL_VS_NEUTROPHIL_DN	153	http://www.broadinstitute.org/gsea/msigdb/cards/GSE3982_EOSINOPHIL_VS_NEUTROPHIL_DN	0.22156	0.95765	0.5022	0.8144	1	0.144	0.105	0.13	0.79277	0.127
GSE7764_NKCELL_VS_SPLENOCYTE_DN	168	http://www.broadinstitute.org/gsea/msigdb/cards/GSE7764_NKCELL_VS_SPLENOCYTE_DN	0.21181	0.95646	0.5833	0.8174	1	0.244	0.21	0.195	0.79781	0.128
KAECH_NAIVE_VS_DAY8_EFF_CD8_TCELL_UP	181	http://www.broadinstitute.org/gsea/msigdb/cards/KAECH_NAIVE_VS_DAY8_EFF_CD8_TCELL_UP	0.18581	0.95637	0.6272	0.81646	1	0.232	0.217	0.184	0.79707	0.125
GSE17721_LPS_VS_CPG_2H_BMDM_DN	153	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_LPS_VS_CPG_2H_BMDM_DN	0.21378	0.95613	0.5651	0.8161	1	0.294	0.247	0.224	0.79597	0.125
GSE1432_1H_VS_24H_IFNG_MICROGLIA_DN	181	http://www.broadinstitute.org/gsea/msigdb/cards/GSE1432_1H_VS_24H_IFNG_MICROGLIA_DN	0.2537	0.95611	0.4913	0.81491	1	0.298	0.262	0.223	0.79474	0.125
GSE15930_NAIVE_VS_24H_IN_VITRO_STIM_CD8_TCELL_DN	184	http://www.broadinstitute.org/gsea/msigdb/cards/GSE15930_NAIVE_VS_24H_IN_VITRO_STIM_CD8_TCELL_DN	0.21827	0.95464	0.4923	0.81878	1	0.217	0.219	0.172	0.79904	0.123
GSE17721_POLYIC_VS_PAM3CSK4_1H_BMDM_UP	173	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_POLYIC_VS_PAM3CSK4_1H_BMDM_UP	0.18183	0.95336	0.6026	0.8219	1	0.318	0.326	0.217	0.80302	0.128
GSE2826_WT_VS_XID_BCELL_DN	155	http://www.broadinstitute.org/gsea/msigdb/cards/GSE2826_WT_VS_XID_BCELL_DN	0.21649	0.95197	0.5447	0.82541	1	0.226	0.184	0.187	0.80801	0.132
GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN2_THYMOCYTE_ADULT_DN	156	http://www.broadinstitute.org/gsea/msigdb/cards/GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN2_THYMOCYTE_ADULT_DN	0.2243	0.95166	0.5558	0.82515	1	0.25	0.223	0.197	0.80798	0.129
GSE15324_ELF4_KO_VS_WT_NAIVE_CD8_TCELL_UP	143	http://www.broadinstitute.org/gsea/msigdb/cards/GSE15324_ELF4_KO_VS_WT_NAIVE_CD8_TCELL_UP	0.23359	0.95097	0.5735	0.8262	1	0.168	0.111	0.151	0.80851	0.13
GSE13411_SWITCHED_MEMORY_BCELL_VS_PLASMA_CELL_DN	124	http://www.broadinstitute.org/gsea/msigdb/cards/GSE13411_SWITCHED_MEMORY_BCELL_VS_PLASMA_CELL_DN	0.23495	0.95037	0.5546	0.82701	1	0.323	0.271	0.237	0.80994	0.132
GSE17721_POLYIC_VS_GARDIQUIMOD_6H_BMDM_UP	169	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_POLYIC_VS_GARDIQUIMOD_6H_BMDM_UP	0.19525	0.95011	0.5864	0.82659	1	0.118	0.104	0.107	0.80922	0.132
GSE17721_LPS_VS_CPG_6H_BMDM_DN	164	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_LPS_VS_CPG_6H_BMDM_DN	0.19018	0.94933	0.6129	0.82795	1	0.299	0.276	0.219	0.81055	0.132
GSE26928_EFF_MEM_VS_CENTR_MEM_CD4_TCELL_DN	119	http://www.broadinstitute.org/gsea/msigdb/cards/GSE26928_EFF_MEM_VS_CENTR_MEM_CD4_TCELL_DN	0.22724	0.94857	0.5362	0.8293	1	0.336	0.287	0.242	0.81176	0.132
GSE9988_LPS_VS_VEHICLE_TREATED_MONOCYTE_DN	175	http://www.broadinstitute.org/gsea/msigdb/cards/GSE9988_LPS_VS_VEHICLE_TREATED_MONOCYTE_DN	0.24365	0.94822	0.5171	0.82915	1	0.246	0.206	0.198	0.81227	0.132
GSE360_DC_VS_MAC_L_MAJOR_DN	148	http://www.broadinstitute.org/gsea/msigdb/cards/GSE360_DC_VS_MAC_L_MAJOR_DN	0.20031	0.94806	0.5609	0.82843	1	0.277	0.234	0.215	0.81134	0.13
GSE13485_CTRL_VS_DAY7_YF17D_VACCINE_PBMC_UP	123	http://www.broadinstitute.org/gsea/msigdb/cards/GSE13485_CTRL_VS_DAY7_YF17D_VACCINE_PBMC_UP	0.20497	0.94763	0.5815	0.8286	1	0.195	0.189	0.16	0.81242	0.128
GSE27786_LSK_VS_CD8_TCELL_UP	169	http://www.broadinstitute.org/gsea/msigdb/cards/GSE27786_LSK_VS_CD8_TCELL_UP	0.21134	0.94763	0.5723	0.82734	1	0.379	0.311	0.264	0.81119	0.127
GSE7460_CTRL_VS_TGFB_TREATED_ACT_TCONV_UP	149	http://www.broadinstitute.org/gsea/msigdb/cards/GSE7460_CTRL_VS_TGFB_TREATED_ACT_TCONV_UP	0.23709	0.94707	0.5162	0.82797	1	0.195	0.175	0.162	0.81244	0.127
GSE13485_CTRL_VS_DAY1_YF17D_VACCINE_PBMC_DN	62	http://www.broadinstitute.org/gsea/msigdb/cards/GSE13485_CTRL_VS_DAY1_YF17D_VACCINE_PBMC_DN	0.25209	0.94701	0.5769	0.82691	1	0.258	0.165	0.216	0.81121	0.127
GSE10239_NAIVE_VS_KLRG1HIGH_EFF_CD8_TCELL_DN	169	http://www.broadinstitute.org/gsea/msigdb/cards/GSE10239_NAIVE_VS_KLRG1HIGH_EFF_CD8_TCELL_DN	0.2494	0.94651	0.5173	0.82729	1	0.308	0.252	0.233	0.8109	0.124
GSE13411_NAIVE_VS_SWITCHED_MEMORY_BCELL_DN	165	http://www.broadinstitute.org/gsea/msigdb/cards/GSE13411_NAIVE_VS_SWITCHED_MEMORY_BCELL_DN	0.19341	0.94643	0.5705	0.82633	1	0.242	0.231	0.189	0.8097	0.125
GSE25087_TREG_VS_TCONV_ADULT_DN	144	http://www.broadinstitute.org/gsea/msigdb/cards/GSE25087_TREG_VS_TCONV_ADULT_DN	0.20148	0.94614	0.5987	0.8261	1	0.125	0.108	0.113	0.81016	0.123
GSE17721_PAM3CSK4_VS_CPG_2H_BMDM_UP	142	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_PAM3CSK4_VS_CPG_2H_BMDM_UP	0.19587	0.94582	0.6228	0.82591	1	0.331	0.287	0.239	0.80983	0.122
GSE15659_NAIVE_CD4_TCELL_VS_NONSUPPRESSIVE_TCELL_DN	141	http://www.broadinstitute.org/gsea/msigdb/cards/GSE15659_NAIVE_CD4_TCELL_VS_NONSUPPRESSIVE_TCELL_DN	0.19826	0.94547	0.5522	0.82582	1	0.156	0.158	0.133	0.80964	0.124
GSE17721_LPS_VS_PAM3CSK4_8H_BMDM_DN	179	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_LPS_VS_PAM3CSK4_8H_BMDM_DN	0.17818	0.94383	0.6208	0.83002	1	0.168	0.175	0.14	0.81451	0.124
GSE15930_NAIVE_VS_72H_IN_VITRO_STIM_TRICHOSTATINA_CD8_TCELL_DN	179	http://www.broadinstitute.org/gsea/msigdb/cards/GSE15930_NAIVE_VS_72H_IN_VITRO_STIM_TRICHOSTATINA_CD8_TCELL_DN	0.22417	0.94332	0.5115	0.83064	1	0.201	0.189	0.165	0.81388	0.125
GSE17721_PAM3CSK4_VS_CPG_0.5H_BMDM_DN	149	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_PAM3CSK4_VS_CPG_0.5H_BMDM_DN	0.2017	0.94273	0.5538	0.83142	1	0.336	0.305	0.236	0.81445	0.126
GSE24634_IL4_VS_CTRL_TREATED_NAIVE_CD4_TCELL_DAY10_UP	153	http://www.broadinstitute.org/gsea/msigdb/cards/GSE24634_IL4_VS_CTRL_TREATED_NAIVE_CD4_TCELL_DAY10_UP	0.24374	0.94233	0.5512	0.83154	1	0.275	0.19	0.225	0.81491	0.129
GSE30083_SP1_VS_SP4_THYMOCYTE_DN	161	http://www.broadinstitute.org/gsea/msigdb/cards/GSE30083_SP1_VS_SP4_THYMOCYTE_DN	0.22664	0.94154	0.5494	0.83298	1	0.261	0.202	0.211	0.81642	0.128
GSE10325_LUPUS_CD4_TCELL_VS_LUPUS_MYELOID_DN	182	http://www.broadinstitute.org/gsea/msigdb/cards/GSE10325_LUPUS_CD4_TCELL_VS_LUPUS_MYELOID_DN	0.25021	0.94116	0.501	0.83307	1	0.269	0.178	0.224	0.81717	0.129
GSE6269_FLU_VS_STREP_PNEUMO_INF_PBMC_DN	124	http://www.broadinstitute.org/gsea/msigdb/cards/GSE6269_FLU_VS_STREP_PNEUMO_INF_PBMC_DN	0.21884	0.94081	0.5785	0.83303	1	0.202	0.179	0.167	0.8167	0.128
GSE14769_UNSTIM_VS_80MIN_LPS_BMDM_UP	169	http://www.broadinstitute.org/gsea/msigdb/cards/GSE14769_UNSTIM_VS_80MIN_LPS_BMDM_UP	0.20161	0.94077	0.6126	0.83192	1	0.29	0.248	0.221	0.81549	0.128
GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN2_THYMOCYTE_DN	146	http://www.broadinstitute.org/gsea/msigdb/cards/GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN2_THYMOCYTE_DN	0.21703	0.94024	0.6102	0.83246	1	0.288	0.248	0.219	0.81732	0.127
GSE24634_TEFF_VS_TCONV_DAY3_IN_CULTURE_UP	179	http://www.broadinstitute.org/gsea/msigdb/cards/GSE24634_TEFF_VS_TCONV_DAY3_IN_CULTURE_UP	0.23514	0.94018	0.5192	0.83148	1	0.251	0.206	0.202	0.81611	0.124
GSE17721_CTRL_VS_PAM3CSK4_4H_BMDM_UP	164	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_CTRL_VS_PAM3CSK4_4H_BMDM_UP	0.1953	0.93965	0.5594	0.83203	1	0.323	0.279	0.236	0.81645	0.123
GSE31082_DN_VS_CD8_SP_THYMOCYTE_DN	162	http://www.broadinstitute.org/gsea/msigdb/cards/GSE31082_DN_VS_CD8_SP_THYMOCYTE_DN	0.2229	0.93965	0.5567	0.83081	1	0.241	0.184	0.199	0.81524	0.122
KAECH_DAY8_EFF_VS_DAY15_EFF_CD8_TCELL_UP	178	http://www.broadinstitute.org/gsea/msigdb/cards/KAECH_DAY8_EFF_VS_DAY15_EFF_CD8_TCELL_UP	0.21013	0.93958	0.4962	0.82982	1	0.275	0.253	0.208	0.81404	0.121
GSE17974_0H_VS_1H_IN_VITRO_ACT_CD4_TCELL_DN	162	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17974_0H_VS_1H_IN_VITRO_ACT_CD4_TCELL_DN	0.19914	0.9391	0.6049	0.8302	1	0.148	0.157	0.126	0.8144	0.119
GSE17721_0.5H_VS_24H_POLYIC_BMDM_UP	155	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_0.5H_VS_24H_POLYIC_BMDM_UP	0.19399	0.93891	0.6263	0.82964	1	0.0968	0.117	0.0865	0.81321	0.119
GSE20366_TREG_VS_NAIVE_CD4_TCELL_DEC205_CONVERSION_UP	166	http://www.broadinstitute.org/gsea/msigdb/cards/GSE20366_TREG_VS_NAIVE_CD4_TCELL_DEC205_CONVERSION_UP	0.23878	0.93825	0.5181	0.83065	1	0.319	0.257	0.24	0.81513	0.122
GSE22886_CD4_TCELL_VS_BCELL_NAIVE_DN	146	http://www.broadinstitute.org/gsea/msigdb/cards/GSE22886_CD4_TCELL_VS_BCELL_NAIVE_DN	0.22761	0.93708	0.5978	0.83316	1	0.363	0.27	0.268	0.818	0.125
GSE13411_NAIVE_VS_IGM_MEMORY_BCELL_DN	161	http://www.broadinstitute.org/gsea/msigdb/cards/GSE13411_NAIVE_VS_IGM_MEMORY_BCELL_DN	0.21446	0.93691	0.58	0.83255	1	0.23	0.218	0.182	0.81735	0.122
GSE11057_NAIVE_VS_CENT_MEMORY_CD4_TCELL_DN	176	http://www.broadinstitute.org/gsea/msigdb/cards/GSE11057_NAIVE_VS_CENT_MEMORY_CD4_TCELL_DN	0.22848	0.93652	0.5464	0.83265	1	0.17	0.135	0.15	0.8175	0.123
GSE29614_CTRL_VS_DAY7_TIV_FLU_VACCINE_PBMC_DN	152	http://www.broadinstitute.org/gsea/msigdb/cards/GSE29614_CTRL_VS_DAY7_TIV_FLU_VACCINE_PBMC_DN	0.26445	0.93598	0.4961	0.83337	1	0.296	0.226	0.232	0.81809	0.122
GSE9650_EXHAUSTED_VS_MEMORY_CD8_TCELL_DN	179	http://www.broadinstitute.org/gsea/msigdb/cards/GSE9650_EXHAUSTED_VS_MEMORY_CD8_TCELL_DN	0.18426	0.93591	0.6735	0.83239	1	0.246	0.239	0.19	0.8169	0.119
GSE1432_CTRL_VS_IFNG_1H_MICROGLIA_DN	143	http://www.broadinstitute.org/gsea/msigdb/cards/GSE1432_CTRL_VS_IFNG_1H_MICROGLIA_DN	0.21723	0.93577	0.5568	0.83164	1	0.14	0.109	0.126	0.81594	0.117
GSE12366_NAIVE_VS_MEMORY_BCELL_UP	126	http://www.broadinstitute.org/gsea/msigdb/cards/GSE12366_NAIVE_VS_MEMORY_BCELL_UP	0.20709	0.93524	0.616	0.83223	1	0.254	0.218	0.201	0.81794	0.12
GSE17721_POLYIC_VS_PAM3CSK4_1H_BMDM_DN	160	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_POLYIC_VS_PAM3CSK4_1H_BMDM_DN	0.2074	0.93518	0.5924	0.83124	1	0.15	0.129	0.132	0.81702	0.119
GSE360_L_MAJOR_VS_B_MALAYI_LOW_DOSE_MAC_DN	166	http://www.broadinstitute.org/gsea/msigdb/cards/GSE360_L_MAJOR_VS_B_MALAYI_LOW_DOSE_MAC_DN	0.19249	0.93517	0.6121	0.83006	1	0.337	0.31	0.236	0.81584	0.117
GSE22045_TREG_VS_TCONV_UP	129	http://www.broadinstitute.org/gsea/msigdb/cards/GSE22045_TREG_VS_TCONV_UP	0.2324	0.93508	0.59	0.82917	1	0.326	0.249	0.247	0.81466	0.113
GSE2706_UNSTIM_VS_2H_LPS_AND_R848_DC_DN	155	http://www.broadinstitute.org/gsea/msigdb/cards/GSE2706_UNSTIM_VS_2H_LPS_AND_R848_DC_DN	0.25459	0.93459	0.5264	0.82844	1	0.161	0.111	0.145	0.81285	0.112
GSE3982_EFF_MEMORY_CD4_TCELL_VS_NKCELL_UP	142	http://www.broadinstitute.org/gsea/msigdb/cards/GSE3982_EFF_MEMORY_CD4_TCELL_VS_NKCELL_UP	0.20936	0.93459	0.6053	0.82963	1	0.127	0.106	0.115	0.81402	0.113
GSE17721_PAM3CSK4_VS_CPG_2H_BMDM_DN	155	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_PAM3CSK4_VS_CPG_2H_BMDM_DN	0.19431	0.93455	0.6477	0.82738	1	0.206	0.197	0.168	0.81168	0.11
GSE17721_LPS_VS_POLYIC_2H_BMDM_UP	166	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_LPS_VS_POLYIC_2H_BMDM_UP	0.20377	0.93406	0.6	0.82768	1	0.169	0.15	0.145	0.8125	0.11
GSE26669_CD4_VS_CD8_TCELL_IN_MLR_UP	168	http://www.broadinstitute.org/gsea/msigdb/cards/GSE26669_CD4_VS_CD8_TCELL_IN_MLR_UP	0.19639	0.93385	0.5858	0.82717	1	0.363	0.298	0.258	0.81161	0.11
GSE16755_CTRL_VS_IFNA_TREATED_MAC_UP	173	http://www.broadinstitute.org/gsea/msigdb/cards/GSE16755_CTRL_VS_IFNA_TREATED_MAC_UP	0.18375	0.9338	0.6529	0.82614	1	0.283	0.256	0.213	0.81056	0.11
GSE12366_GC_BCELL_VS_PLASMA_CELL_UP	175	http://www.broadinstitute.org/gsea/msigdb/cards/GSE12366_GC_BCELL_VS_PLASMA_CELL_UP	0.19892	0.93375	0.6136	0.82516	1	0.183	0.197	0.149	0.80941	0.108
GSE15930_STIM_VS_STIM_AND_TRICHOSTATINA_48H_CD8_T_CELL_UP	176	http://www.broadinstitute.org/gsea/msigdb/cards/GSE15930_STIM_VS_STIM_AND_TRICHOSTATINA_48H_CD8_T_CELL_UP	0.20238	0.9334	0.5655	0.82517	1	0.176	0.18	0.146	0.81067	0.109
GSE14308_NAIVE_CD4_TCELL_VS_NATURAL_TREG_DN	163	http://www.broadinstitute.org/gsea/msigdb/cards/GSE14308_NAIVE_CD4_TCELL_VS_NATURAL_TREG_DN	0.18799	0.93269	0.6231	0.82636	1	0.19	0.199	0.154	0.8121	0.109
GSE15930_NAIVE_VS_24H_IN_VITRO_STIM_IL12_CD8_TCELL_UP	163	http://www.broadinstitute.org/gsea/msigdb/cards/GSE15930_NAIVE_VS_24H_IN_VITRO_STIM_IL12_CD8_TCELL_UP	0.19911	0.93207	0.5798	0.82714	1	0.153	0.14	0.134	0.81165	0.108
GSE2197_IMMUNOSUPPRESSIVE_DNA__VS_UNTREATEDIN_DC_DN	169	http://www.broadinstitute.org/gsea/msigdb/cards/GSE2197_IMMUNOSUPPRESSIVE_DNA__VS_UNTREATEDIN_DC_DN	0.18161	0.93153	0.6426	0.82769	1	0.254	0.24	0.196	0.81366	0.108
GSE3982_MAST_CELL_VS_TH1_UP	163	http://www.broadinstitute.org/gsea/msigdb/cards/GSE3982_MAST_CELL_VS_TH1_UP	0.192	0.93088	0.5689	0.82863	1	0.209	0.19	0.171	0.81471	0.109
GSE24634_NAIVE_CD4_TCELL_VS_DAY3_IL4_CONV_TREG_DN	184	http://www.broadinstitute.org/gsea/msigdb/cards/GSE24634_NAIVE_CD4_TCELL_VS_DAY3_IL4_CONV_TREG_DN	0.1864	0.93024	0.5956	0.82958	1	0.239	0.236	0.185	0.81592	0.11
GSE10239_NAIVE_VS_KLRG1INT_EFF_CD8_TCELL_DN	167	http://www.broadinstitute.org/gsea/msigdb/cards/GSE10239_NAIVE_VS_KLRG1INT_EFF_CD8_TCELL_DN	0.23669	0.93014	0.5525	0.82872	1	0.222	0.2	0.179	0.81548	0.11
GSE339_CD4POS_VS_CD4CD8DN_DC_IN_CULTURE_DN	148	http://www.broadinstitute.org/gsea/msigdb/cards/GSE339_CD4POS_VS_CD4CD8DN_DC_IN_CULTURE_DN	0.21714	0.92993	0.58	0.82826	1	0.209	0.184	0.173	0.81519	0.109
GSE7852_LN_VS_THYMUS_TREG_DN	174	http://www.broadinstitute.org/gsea/msigdb/cards/GSE7852_LN_VS_THYMUS_TREG_DN	0.21165	0.9298	0.5851	0.82752	1	0.241	0.203	0.195	0.81414	0.109
GSE36476_YOUNG_VS_OLD_DONOR_MEMORY_CD4_TCELL_72H_TSST_ACT_DN	156	http://www.broadinstitute.org/gsea/msigdb/cards/GSE36476_YOUNG_VS_OLD_DONOR_MEMORY_CD4_TCELL_72H_TSST_ACT_DN	0.20923	0.92957	0.5794	0.82717	1	0.237	0.202	0.191	0.81495	0.108
GSE14308_TH2_VS_TH17_DN	166	http://www.broadinstitute.org/gsea/msigdb/cards/GSE14308_TH2_VS_TH17_DN	0.18976	0.92949	0.6118	0.82627	1	0.235	0.223	0.185	0.81388	0.108
GSE7852_TREG_VS_TCONV_THYMUS_DN	151	http://www.broadinstitute.org/gsea/msigdb/cards/GSE7852_TREG_VS_TCONV_THYMUS_DN	0.19648	0.92927	0.683	0.82581	1	0.225	0.207	0.181	0.81335	0.108
GSE14350_TREG_VS_TEFF_UP	181	http://www.broadinstitute.org/gsea/msigdb/cards/GSE14350_TREG_VS_TEFF_UP	0.187	0.92794	0.6496	0.82909	1	0.215	0.21	0.173	0.81778	0.113
GSE14308_TH17_VS_NAIVE_CD4_TCELL_UP	166	http://www.broadinstitute.org/gsea/msigdb/cards/GSE14308_TH17_VS_NAIVE_CD4_TCELL_UP	0.19163	0.9267	0.5972	0.83182	1	0.193	0.196	0.157	0.81951	0.113
GSE17721_POLYIC_VS_GARDIQUIMOD_6H_BMDM_DN	183	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_POLYIC_VS_GARDIQUIMOD_6H_BMDM_DN	0.19204	0.92623	0.6255	0.83211	1	0.131	0.145	0.114	0.81893	0.112
GSE14350_TREG_VS_TEFF_DN	124	http://www.broadinstitute.org/gsea/msigdb/cards/GSE14350_TREG_VS_TEFF_DN	0.22542	0.92488	0.5679	0.83516	1	0.145	0.125	0.128	0.82198	0.113
GSE17721_CTRL_VS_LPS_6H_BMDM_UP	179	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_CTRL_VS_LPS_6H_BMDM_UP	0.19195	0.92488	0.6059	0.834	1	0.285	0.27	0.211	0.82084	0.113
